loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
9.0,1.0,1.0,1.0,18.0,62.27,0.44,2.29,27.24,142.33,0.02,7.91,0.0,0.0,1.0,0.0,4.0,7.0,10.0,8.0,1.0,b'false'
12.0,1.0,1.0,1.0,29.0,110.41,0.3,3.33,33.12,368.04,0.04,20.45,0.0,0.0,0.0,0.0,5.0,9.0,17.0,12.0,1.0,b'false'
12.0,1.0,1.0,1.0,25.0,92.51,0.38,2.67,34.69,246.7,0.03,13.71,0.0,0.0,0.0,0.0,4.0,9.0,13.0,12.0,1.0,b'false'
69.0,19.0,19.0,13.0,418.0,2746.2,0.03,36.57,75.09,100429.38,0.92,5579.41,0.0,18.0,24.0,0.0,31.0,64.0,267.0,151.0,37.0,b'false'
138.0,25.0,1.0,24.0,625.0,4677.38,0.04,27.21,171.89,127275.78,1.56,7070.88,1.0,58.0,6.0,0.0,32.0,147.0,375.0,250.0,47.0,b'false'
6.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,b'false'
6.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,b'false'
72.0,16.0,9.0,7.0,255.0,1573.33,0.05,18.26,86.16,28729.02,0.52,1596.06,1.0,19.0,6.0,0.0,22.0,50.0,172.0,83.0,31.0,b'false'
6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
6.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,b'false'
6.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
6.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,0.0,4.0,0.0,0.0,5.0,3.0,6.0,3.0,1.0,b'false'
11.0,1.0,1.0,1.0,22.0,73.08,0.47,2.14,34.11,156.61,0.02,8.7,0.0,0.0,0.0,0.0,3.0,7.0,12.0,10.0,1.0,b'false'
23.0,4.0,1.0,4.0,75.0,396.41,0.09,11.57,34.26,4586.97,0.13,254.83,1.0,23.0,0.0,0.0,18.0,21.0,48.0,27.0,7.0,b'false'
17.0,1.0,1.0,1.0,49.0,221.65,0.26,3.88,57.09,860.54,0.07,47.81,0.0,9.0,1.0,0.0,6.0,17.0,27.0,22.0,1.0,b'false'
60.0,13.0,1.0,6.0,155.0,919.26,0.07,13.9,66.12,12780.02,0.31,710.0,4.0,15.0,0.0,0.0,20.0,41.0,98.0,57.0,19.0,b'false'
32.0,5.0,1.0,3.0,72.0,360.0,0.08,13.24,27.2,4764.71,0.12,264.71,1.0,0.0,1.0,0.0,15.0,17.0,42.0,30.0,9.0,b'false'
16.0,3.0,3.0,1.0,33.0,144.95,0.09,10.56,13.72,1531.0,0.05,85.06,1.0,0.0,4.0,0.0,13.0,8.0,20.0,13.0,5.0,b'false'
42.0,2.0,1.0,2.0,210.0,1316.03,0.07,13.88,94.81,18268.21,0.44,1014.9,0.0,6.0,1.0,0.0,18.0,59.0,119.0,91.0,3.0,b'false'
6.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,1.0,b'false'
14.0,2.0,1.0,1.0,67.0,328.76,0.09,11.47,28.66,3771.09,0.11,209.5,6.0,13.0,1.0,0.0,13.0,17.0,37.0,30.0,3.0,b'false'
27.0,3.0,1.0,1.0,87.0,456.57,0.12,8.31,54.96,3793.04,0.15,210.72,0.0,9.0,0.0,0.0,12.0,26.0,51.0,36.0,5.0,b'false'
8.0,1.0,1.0,1.0,24.0,88.81,0.14,7.2,12.33,639.44,0.03,35.52,0.0,0.0,0.0,0.0,8.0,5.0,15.0,9.0,1.0,b'false'
7.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,0.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,b'false'
31.0,5.0,1.0,1.0,67.0,284.61,0.05,19.94,14.28,5674.43,0.09,315.25,1.0,4.0,1.0,0.0,11.0,8.0,38.0,29.0,9.0,b'false'
8.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,0.0,3.0,0.0,0.0,7.0,3.0,8.0,4.0,1.0,b'false'
11.0,1.0,1.0,1.0,29.0,116.0,0.09,10.83,10.71,1256.67,0.04,69.81,0.0,3.0,0.0,0.0,10.0,6.0,16.0,13.0,1.0,b'false'
6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
13.0,2.0,1.0,1.0,20.0,74.01,0.29,3.5,21.15,259.02,0.02,14.39,0.0,0.0,0.0,0.0,7.0,6.0,14.0,6.0,3.0,b'false'
6.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,0.0,3.0,0.0,0.0,6.0,3.0,7.0,3.0,1.0,b'false'
22.0,2.0,1.0,2.0,81.0,421.97,0.09,11.48,36.77,4842.06,0.14,269.0,0.0,12.0,1.0,0.0,17.0,20.0,54.0,27.0,3.0,b'false'
29.0,7.0,5.0,2.0,100.0,508.75,0.04,25.33,20.08,12888.24,0.17,716.01,0.0,9.0,5.0,0.0,19.0,15.0,60.0,40.0,13.0,b'false'
9.0,1.0,1.0,1.0,81.0,366.41,0.05,20.22,18.12,7409.59,0.12,411.64,0.0,2.0,3.0,0.0,14.0,9.0,55.0,26.0,1.0,b'false'
16.0,4.0,4.0,1.0,135.0,675.0,0.04,24.37,27.7,16447.5,0.23,913.75,0.0,3.0,4.0,0.0,17.0,15.0,92.0,43.0,7.0,b'false'
92.0,15.0,15.0,15.0,466.0,2643.35,0.02,57.0,46.37,150670.96,0.88,8370.61,27.0,41.0,67.0,0.0,19.0,32.0,274.0,192.0,29.0,b'false'
18.0,4.0,4.0,1.0,76.0,369.21,0.07,15.38,24.0,5680.1,0.12,315.56,7.0,11.0,9.0,0.0,16.0,13.0,51.0,25.0,7.0,b'false'
36.0,6.0,1.0,6.0,182.0,1005.29,0.05,21.46,46.84,21576.47,0.34,1198.69,9.0,22.0,15.0,0.0,19.0,27.0,121.0,61.0,11.0,b'false'
5.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,1.0,1.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,b'false'
22.0,3.0,1.0,3.0,69.0,341.84,0.07,14.06,24.31,4807.12,0.11,267.06,4.0,0.0,6.0,0.0,15.0,16.0,39.0,30.0,5.0,b'false'
3.0,1.0,1.0,1.0,7.0,18.09,0.4,2.5,7.24,45.24,0.01,2.51,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,1.0,b'false'
7.0,2.0,1.0,1.0,27.0,105.49,0.08,12.0,8.79,1265.83,0.04,70.32,0.0,0.0,1.0,0.0,10.0,5.0,15.0,12.0,3.0,b'false'
3.0,1.0,1.0,1.0,14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,0.0,0.0,0.0,0.0,7.0,4.0,9.0,5.0,1.0,b'false'
7.0,1.0,1.0,1.0,29.0,110.41,0.21,4.88,22.65,538.26,0.04,29.9,0.0,0.0,0.0,0.0,6.0,8.0,16.0,13.0,1.0,b'false'
9.0,3.0,1.0,1.0,41.0,170.97,0.07,14.14,12.09,2417.96,0.06,134.33,0.0,0.0,1.0,0.0,11.0,7.0,23.0,18.0,5.0,b'false'
11.0,3.0,1.0,1.0,49.0,215.22,0.07,14.67,14.67,3156.61,0.07,175.37,0.0,0.0,1.0,0.0,12.0,9.0,27.0,22.0,5.0,b'false'
4.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,0.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,b'false'
3.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
30.0,4.0,1.0,2.0,193.0,1149.16,0.04,25.34,45.35,29117.23,0.38,1617.62,10.0,22.0,21.0,0.0,25.0,37.0,118.0,75.0,7.0,b'false'
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
16.0,4.0,1.0,2.0,109.0,591.46,0.04,25.89,22.84,15315.78,0.2,850.88,6.0,10.0,9.0,0.0,24.0,19.0,68.0,41.0,7.0,b'false'
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
15.0,4.0,1.0,2.0,109.0,591.46,0.04,25.89,22.84,15315.78,0.2,850.88,7.0,10.0,10.0,0.0,24.0,19.0,68.0,41.0,7.0,b'false'
40.0,10.0,1.0,8.0,399.0,2609.12,0.03,31.3,83.37,81653.73,0.87,4536.32,35.0,31.0,46.0,0.0,27.0,66.0,246.0,153.0,19.0,b'false'
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
12.0,2.0,1.0,1.0,100.0,516.99,0.07,15.21,33.99,7863.73,0.17,436.87,8.0,14.0,8.0,0.0,17.0,19.0,66.0,34.0,3.0,b'false'
5.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,1.0,7.0,1.0,0.0,4.0,2.0,4.0,2.0,1.0,b'false'
44.0,6.0,1.0,4.0,380.0,2490.74,0.03,34.84,71.49,86774.3,0.83,4820.79,18.0,28.0,33.0,0.0,32.0,62.0,245.0,135.0,11.0,b'false'
31.0,5.0,1.0,5.0,141.0,734.53,0.06,16.56,44.36,12163.87,0.24,675.77,5.0,0.0,10.0,0.0,12.0,25.0,72.0,69.0,9.0,b'false'
22.0,6.0,1.0,3.0,94.0,503.61,0.05,19.95,25.24,10047.02,0.17,558.17,11.0,21.0,25.0,0.0,21.0,20.0,56.0,38.0,11.0,b'false'
20.0,4.0,1.0,4.0,122.0,666.05,0.07,14.44,46.13,9617.77,0.22,534.32,2.0,13.0,9.0,0.0,19.0,25.0,84.0,38.0,7.0,b'false'
27.0,6.0,3.0,5.0,140.0,801.91,0.07,14.9,53.81,11951.03,0.27,663.95,4.0,16.0,20.0,0.0,22.0,31.0,98.0,42.0,11.0,b'false'
6.0,1.0,1.0,1.0,28.0,121.01,0.2,5.0,24.2,605.07,0.04,33.61,3.0,3.0,3.0,0.0,10.0,10.0,18.0,10.0,1.0,b'false'
25.0,2.0,1.0,2.0,140.0,759.68,0.06,15.45,49.18,11735.7,0.25,651.98,2.0,4.0,10.0,0.0,14.0,29.0,76.0,64.0,3.0,b'false'
10.0,2.0,1.0,1.0,45.0,206.32,0.1,9.8,21.05,2021.97,0.07,112.33,5.0,4.0,6.0,0.0,14.0,10.0,31.0,14.0,3.0,b'false'
10.0,2.0,1.0,1.0,45.0,206.32,0.1,9.8,21.05,2021.97,0.07,112.33,5.0,4.0,6.0,0.0,14.0,10.0,31.0,14.0,3.0,b'false'
5.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,3.0,3.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,b'false'
14.0,3.0,1.0,2.0,56.0,266.27,0.12,8.62,30.91,2294.05,0.09,127.45,4.0,8.0,7.0,0.0,14.0,13.0,40.0,16.0,5.0,b'false'
20.0,4.0,1.0,4.0,97.0,526.35,0.09,11.12,47.35,5850.56,0.18,325.03,3.0,12.0,14.0,0.0,17.0,26.0,63.0,34.0,7.0,b'false'
28.0,7.0,5.0,5.0,142.0,809.46,0.07,14.56,55.58,11789.43,0.27,654.97,4.0,18.0,19.0,0.0,21.0,31.0,99.0,43.0,13.0,b'false'
3.0,1.0,1.0,1.0,11.0,34.87,0.29,3.5,9.96,122.04,0.01,6.78,0.0,3.0,7.0,0.0,7.0,2.0,9.0,2.0,1.0,b'false'
45.0,12.0,5.0,8.0,288.0,1810.2,0.04,26.32,68.78,47644.35,0.6,2646.91,21.0,29.0,36.0,0.0,28.0,50.0,194.0,94.0,23.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
7.0,2.0,1.0,2.0,25.0,102.19,0.16,6.19,16.52,632.28,0.03,35.13,0.0,2.0,2.0,0.0,9.0,8.0,14.0,11.0,3.0,b'false'
11.0,2.0,1.0,1.0,32.0,130.8,0.08,12.0,10.9,1569.59,0.04,87.2,2.0,2.0,3.0,0.0,12.0,5.0,22.0,10.0,3.0,b'false'
11.0,2.0,1.0,1.0,48.0,207.45,0.08,12.0,17.29,2489.43,0.07,138.3,2.0,2.0,3.0,0.0,12.0,8.0,32.0,16.0,3.0,b'false'
27.0,8.0,4.0,6.0,93.0,484.48,0.07,13.74,35.27,6655.21,0.16,369.73,14.0,22.0,9.0,0.0,18.0,19.0,64.0,29.0,15.0,b'false'
10.0,2.0,1.0,2.0,26.0,104.0,0.15,6.67,15.6,693.33,0.03,38.52,4.0,12.0,5.0,0.0,10.0,6.0,18.0,8.0,3.0,b'false'
9.0,2.0,1.0,1.0,27.0,110.36,0.12,8.25,13.38,910.48,0.04,50.58,3.0,3.0,1.0,0.0,11.0,6.0,18.0,9.0,3.0,b'false'
9.0,2.0,1.0,1.0,43.0,185.84,0.11,9.17,20.27,1703.56,0.06,94.64,3.0,3.0,1.0,0.0,11.0,9.0,28.0,15.0,3.0,b'false'
20.0,3.0,1.0,1.0,36.0,147.15,0.07,14.67,10.03,2158.18,0.05,119.9,0.0,0.0,5.0,0.0,11.0,6.0,20.0,16.0,5.0,b'false'
98.0,10.0,10.0,7.0,486.0,3428.87,0.04,27.25,125.84,93428.15,1.14,5190.45,6.0,57.0,49.0,0.0,32.0,101.0,314.0,172.0,19.0,b'false'
172.0,25.0,15.0,24.0,750.0,5588.41,0.04,22.99,243.12,128457.87,1.86,7136.55,20.0,56.0,77.0,0.0,27.0,148.0,498.0,252.0,49.0,b'false'
6.0,1.0,1.0,1.0,50.0,216.1,0.18,5.65,38.22,1221.78,0.07,67.88,0.0,0.0,2.0,0.0,7.0,13.0,29.0,21.0,1.0,b'false'
43.0,4.0,1.0,4.0,267.0,1619.65,0.05,19.2,84.37,31093.83,0.54,1727.43,1.0,29.0,31.0,0.0,19.0,48.0,170.0,97.0,7.0,b'false'
36.0,2.0,1.0,2.0,171.0,916.14,0.04,24.18,37.89,22153.96,0.31,1230.78,11.0,31.0,34.0,0.0,19.0,22.0,115.0,56.0,3.0,b'false'
21.0,4.0,1.0,3.0,87.0,472.09,0.11,9.48,49.79,4476.07,0.16,248.67,11.0,5.0,14.0,0.0,16.0,27.0,55.0,32.0,7.0,b'false'
6.0,1.0,1.0,1.0,23.0,92.0,0.19,5.14,17.89,473.14,0.03,26.29,2.0,7.0,2.0,0.0,9.0,7.0,15.0,8.0,1.0,b'false'
5.0,1.0,1.0,1.0,14.0,51.81,0.22,4.5,11.51,233.13,0.02,12.95,2.0,0.0,1.0,0.0,9.0,4.0,10.0,4.0,1.0,b'false'
5.0,1.0,1.0,1.0,14.0,53.3,0.22,4.5,11.85,239.86,0.02,13.33,3.0,0.0,1.0,0.0,9.0,5.0,9.0,5.0,1.0,b'false'
8.0,1.0,1.0,1.0,39.0,162.63,0.12,8.13,20.02,1321.34,0.05,73.41,5.0,0.0,5.0,0.0,10.0,8.0,26.0,13.0,1.0,b'false'
6.0,1.0,1.0,1.0,35.0,143.06,0.15,6.75,21.19,965.66,0.05,53.65,6.0,0.0,4.0,0.0,9.0,8.0,23.0,12.0,1.0,b'false'
16.0,4.0,1.0,2.0,91.0,474.06,0.05,19.41,24.42,9202.35,0.16,511.24,1.0,1.0,5.0,0.0,20.0,17.0,58.0,33.0,7.0,b'false'
14.0,3.0,1.0,3.0,37.0,167.37,0.1,10.4,16.09,1740.67,0.06,96.7,0.0,7.0,4.0,0.0,13.0,10.0,21.0,16.0,5.0,b'false'
88.0,19.0,9.0,9.0,492.0,3289.76,0.02,48.79,67.42,160516.7,1.1,8917.59,6.0,51.0,39.0,0.0,33.0,70.0,285.0,207.0,37.0,b'false'
29.0,4.0,1.0,3.0,151.0,912.7,0.05,18.53,49.27,16907.83,0.3,939.32,7.0,6.0,18.0,0.0,26.0,40.0,94.0,57.0,6.0,b'false'
60.0,21.0,5.0,15.0,809.0,5767.59,0.01,73.1,78.9,421634.86,1.92,23424.16,16.0,37.0,49.0,0.0,44.0,96.0,490.0,319.0,41.0,b'false'
52.0,10.0,3.0,6.0,342.0,2220.21,0.02,46.67,47.58,103609.98,0.74,5756.11,12.0,25.0,31.0,0.0,36.0,54.0,202.0,140.0,19.0,b'false'
7.0,1.0,1.0,1.0,19.0,76.0,0.22,4.5,16.89,342.0,0.03,19.0,1.0,0.0,1.0,0.0,8.0,8.0,10.0,9.0,1.0,b'false'
8.0,1.0,1.0,1.0,34.0,146.95,0.2,5.0,29.39,734.73,0.05,40.82,2.0,5.0,7.0,0.0,8.0,12.0,19.0,15.0,1.0,b'false'
20.0,1.0,1.0,1.0,99.0,507.8,0.12,8.25,61.55,4189.34,0.17,232.74,3.0,4.0,6.0,0.0,11.0,24.0,63.0,36.0,1.0,b'false'
29.0,6.0,1.0,6.0,133.0,707.82,0.04,24.0,29.49,16987.59,0.24,943.76,7.0,3.0,5.0,0.0,20.0,20.0,85.0,48.0,8.0,b'false'
9.0,1.0,1.0,1.0,28.0,114.45,0.14,7.14,16.02,817.49,0.04,45.42,0.0,0.0,2.0,0.0,10.0,7.0,18.0,10.0,1.0,b'false'
15.0,4.0,4.0,2.0,55.0,264.4,0.08,12.0,22.03,3172.85,0.09,176.27,1.0,0.0,1.0,0.0,16.0,12.0,37.0,18.0,7.0,b'false'
14.0,2.0,1.0,1.0,51.0,239.72,0.11,9.5,25.23,2277.36,0.08,126.52,2.0,7.0,7.0,0.0,13.0,13.0,32.0,19.0,3.0,b'false'
22.0,3.0,1.0,1.0,47.0,215.49,0.12,8.03,26.81,1732.23,0.07,96.24,0.0,0.0,1.0,0.0,11.0,13.0,28.0,19.0,4.0,b'false'
63.0,15.0,4.0,3.0,262.0,1626.88,0.03,35.45,45.89,57670.7,0.54,3203.93,5.0,0.0,17.0,0.0,35.0,39.0,183.0,79.0,20.0,b'false'
9.0,2.0,1.0,1.0,40.0,178.38,0.14,7.22,24.7,1288.28,0.06,71.57,2.0,1.0,3.0,0.0,13.0,9.0,30.0,10.0,3.0,b'false'
9.0,2.0,1.0,1.0,39.0,173.92,0.14,7.22,24.08,1256.07,0.06,69.78,2.0,0.0,3.0,0.0,13.0,9.0,29.0,10.0,3.0,b'false'
17.0,4.0,1.0,2.0,68.0,340.0,0.07,13.6,25.0,4624.0,0.11,256.89,1.0,1.0,6.0,0.0,17.0,15.0,44.0,24.0,7.0,b'false'
9.0,3.0,3.0,1.0,19.0,70.31,0.21,4.8,14.65,337.48,0.02,18.75,0.0,0.0,0.0,0.0,8.0,5.0,13.0,6.0,5.0,b'false'
10.0,2.0,1.0,1.0,62.0,294.8,0.08,12.5,23.58,3685.04,0.1,204.72,4.0,0.0,4.0,0.0,15.0,12.0,42.0,20.0,3.0,b'false'
3.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,b'false'
9.0,5.0,5.0,1.0,31.0,124.0,0.16,6.43,19.29,797.14,0.04,44.29,0.0,0.0,0.0,0.0,9.0,7.0,21.0,10.0,9.0,b'false'
101.0,19.0,9.0,8.0,677.0,4887.38,0.02,64.68,75.56,316115.55,1.63,17561.98,44.0,76.0,84.0,0.0,49.0,100.0,413.0,264.0,37.0,b'false'
29.0,8.0,1.0,6.0,555.0,3695.31,0.02,48.05,76.91,177559.52,1.23,9864.42,28.0,6.0,17.0,0.0,31.0,70.0,338.0,217.0,15.0,b'false'
22.0,6.0,5.0,4.0,185.0,1092.77,0.03,29.45,37.1,32187.18,0.36,1788.18,3.0,8.0,16.0,0.0,27.0,33.0,113.0,72.0,11.0,b'false'
106.0,13.0,1.0,11.0,421.0,2739.78,0.04,27.04,101.31,74089.87,0.91,4116.1,0.0,14.0,51.0,0.0,20.0,71.0,229.0,192.0,25.0,b'false'
21.0,3.0,1.0,3.0,86.0,454.54,0.09,11.25,40.4,5113.63,0.15,284.09,0.0,6.0,6.0,0.0,15.0,24.0,50.0,36.0,5.0,b'false'
10.0,2.0,1.0,2.0,37.0,162.52,0.14,7.27,22.35,1181.93,0.05,65.66,0.0,0.0,1.0,0.0,10.0,11.0,21.0,16.0,3.0,b'false'
17.0,3.0,1.0,3.0,137.0,718.97,0.04,24.29,29.6,17460.6,0.24,970.03,4.0,3.0,9.0,0.0,17.0,21.0,77.0,60.0,5.0,b'false'
13.0,3.0,1.0,3.0,71.0,337.6,0.08,13.2,25.58,4456.28,0.11,247.57,4.0,0.0,5.0,0.0,12.0,15.0,38.0,33.0,5.0,b'false'
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,3.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
49.0,13.0,8.0,6.0,384.0,2312.59,0.02,55.62,41.58,128629.96,0.77,7146.11,0.0,22.0,15.0,0.0,28.0,37.0,237.0,147.0,25.0,b'false'
49.0,13.0,8.0,6.0,384.0,2312.59,0.02,55.62,41.58,128629.96,0.77,7146.11,0.0,22.0,15.0,0.0,28.0,37.0,237.0,147.0,25.0,b'false'
55.0,14.0,9.0,5.0,366.0,2272.66,0.02,49.74,45.69,113051.62,0.76,6280.65,1.0,23.0,23.0,0.0,31.0,43.0,228.0,138.0,27.0,b'false'
55.0,14.0,9.0,5.0,366.0,2272.66,0.02,49.74,45.69,113051.62,0.76,6280.65,1.0,23.0,23.0,0.0,31.0,43.0,228.0,138.0,27.0,b'false'
17.0,5.0,4.0,2.0,120.0,620.39,0.04,23.47,26.43,14560.94,0.21,808.94,1.0,10.0,4.0,0.0,19.0,17.0,78.0,42.0,9.0,b'false'
17.0,5.0,4.0,2.0,120.0,620.39,0.04,23.47,26.43,14560.94,0.21,808.94,1.0,10.0,4.0,0.0,19.0,17.0,78.0,42.0,9.0,b'false'
20.0,5.0,4.0,2.0,127.0,671.25,0.04,23.16,28.99,15544.65,0.22,863.59,1.0,5.0,3.0,0.0,20.0,19.0,83.0,44.0,9.0,b'false'
20.0,5.0,4.0,2.0,127.0,671.25,0.04,23.16,28.99,15544.65,0.22,863.59,1.0,5.0,3.0,0.0,20.0,19.0,83.0,44.0,9.0,b'false'
30.0,9.0,9.0,2.0,405.0,2183.89,0.01,76.87,28.41,167872.07,0.73,9326.23,1.0,12.0,6.0,0.0,23.0,19.0,278.0,127.0,17.0,b'false'
45.0,15.0,15.0,2.0,581.0,3190.77,0.01,95.66,33.36,305225.84,1.06,16956.99,1.0,16.0,9.0,0.0,23.0,22.0,398.0,183.0,29.0,b'false'
20.0,6.0,6.0,2.0,241.0,1299.55,0.02,46.0,28.25,59779.23,0.43,3321.07,1.0,6.0,7.0,0.0,23.0,19.0,165.0,76.0,11.0,b'false'
41.0,10.0,7.0,2.0,312.0,1905.86,0.03,38.79,49.14,73923.53,0.64,4106.85,3.0,8.0,6.0,0.0,29.0,40.0,205.0,107.0,19.0,b'false'
25.0,8.0,8.0,1.0,228.0,1252.14,0.04,27.04,46.31,33856.01,0.42,1880.89,0.0,8.0,5.0,0.0,19.0,26.0,154.0,74.0,15.0,b'false'
22.0,5.0,1.0,2.0,114.0,602.54,0.05,22.11,27.26,13319.21,0.2,739.96,10.0,22.0,6.0,0.0,20.0,19.0,72.0,42.0,9.0,b'false'
41.0,4.0,1.0,4.0,247.0,1453.01,0.04,23.68,61.36,34405.27,0.48,1911.4,0.0,21.0,15.0,0.0,17.0,42.0,130.0,117.0,7.0,b'false'
48.0,6.0,5.0,4.0,279.0,1758.75,0.04,24.77,71.01,43561.75,0.59,2420.1,25.0,13.0,40.0,0.0,25.0,54.0,172.0,107.0,11.0,b'false'
24.0,9.0,1.0,8.0,74.0,355.74,0.09,11.65,30.54,4143.37,0.12,230.19,0.0,0.0,9.0,0.0,11.0,17.0,38.0,36.0,17.0,b'false'
25.0,4.0,1.0,3.0,97.0,480.56,0.04,22.46,21.39,10795.37,0.16,599.74,0.0,15.0,16.0,0.0,17.0,14.0,60.0,37.0,7.0,b'false'
176.0,23.0,15.0,17.0,696.0,5219.89,0.03,37.2,140.31,194194.61,1.74,10788.59,6.0,100.0,82.0,0.0,38.0,143.0,416.0,280.0,43.0,b'false'
10.0,2.0,1.0,2.0,21.0,75.28,0.14,7.0,10.75,526.99,0.03,29.28,0.0,0.0,1.0,0.0,8.0,4.0,14.0,7.0,3.0,b'false'
66.0,9.0,4.0,7.0,342.0,2203.49,0.03,28.98,76.03,63864.99,0.73,3548.06,5.0,26.0,34.0,0.0,26.0,61.0,206.0,136.0,17.0,b'false'
32.0,4.0,1.0,3.0,130.0,744.63,0.06,16.36,45.51,12184.85,0.25,676.94,9.0,31.0,22.0,0.0,20.0,33.0,76.0,54.0,7.0,b'false'
18.0,2.0,1.0,2.0,70.0,364.66,0.1,10.29,35.45,3750.81,0.12,208.38,0.0,12.0,9.0,0.0,16.0,21.0,43.0,27.0,3.0,b'false'
3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,0.0,0.0,2.0,0.0,4.0,3.0,4.0,3.0,1.0,b'false'
14.0,3.0,3.0,2.0,46.0,218.72,0.07,13.82,15.83,3022.38,0.07,167.91,3.0,4.0,12.0,0.0,16.0,11.0,27.0,19.0,5.0,b'false'
