loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
18.0,2.0,1.0,2.0,29.0,110.41,0.15,6.67,16.56,736.09,0.04,40.89,13.0,0.0,3.0,0.0,8.0,6.0,19.0,10.0,3.0,b'false'
7.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,4.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,1.0,b'false'
8.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,4.0,0.0,2.0,0.0,4.0,4.0,5.0,4.0,1.0,b'false'
14.0,2.0,1.0,2.0,29.0,110.41,0.14,7.33,15.06,809.7,0.04,44.98,10.0,0.0,2.0,0.0,8.0,6.0,18.0,11.0,3.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12.0,0.0,3.0,0.0,8.0,6.0,15.0,9.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
7.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,4.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,1.0,b'false'
17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12.0,0.0,3.0,0.0,8.0,6.0,15.0,9.0,3.0,b'false'
9.0,1.0,1.0,1.0,14.0,46.51,0.27,3.75,12.4,174.4,0.02,9.69,4.0,2.0,1.0,0.0,6.0,4.0,9.0,5.0,1.0,b'false'
14.0,2.0,1.0,2.0,19.0,68.11,0.17,6.0,11.35,408.69,0.02,22.7,8.0,0.0,4.0,0.0,8.0,4.0,13.0,6.0,3.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12.0,0.0,3.0,0.0,8.0,6.0,15.0,9.0,3.0,b'false'
17.0,2.0,1.0,2.0,20.0,76.15,0.19,5.33,14.28,406.12,0.03,22.56,11.0,0.0,4.0,0.0,8.0,6.0,12.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,20.0,76.15,0.19,5.33,14.28,406.12,0.03,22.56,11.0,0.0,4.0,0.0,8.0,6.0,12.0,8.0,3.0,b'false'
16.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,2.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,b'false'
49.0,9.0,5.0,9.0,130.0,644.05,0.05,18.28,35.23,11773.96,0.21,654.11,42.0,2.0,3.0,0.0,15.0,16.0,91.0,39.0,17.0,b'false'
13.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,b'false'
14.0,1.0,1.0,1.0,21.0,84.0,0.33,3.0,28.0,252.0,0.03,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,b'false'
2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,b'false'
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
6.0,1.0,1.0,1.0,10.0,20.0,0.22,4.5,4.44,90.0,0.01,5.0,4.0,0.0,0.0,0.0,3.0,1.0,7.0,3.0,1.0,b'false'
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
28.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22.0,0.0,1.0,0.0,12.0,13.0,33.0,27.0,7.0,b'false'
28.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22.0,0.0,1.0,0.0,12.0,13.0,33.0,27.0,7.0,b'false'
23.0,3.0,1.0,3.0,55.0,241.58,0.1,9.9,24.4,2391.62,0.08,132.87,18.0,2.0,1.0,0.0,11.0,10.0,37.0,18.0,5.0,b'false'
4.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,b'false'
4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,b'false'
35.0,2.0,1.0,1.0,141.0,734.53,0.1,9.81,74.84,7209.3,0.24,400.52,31.0,0.0,2.0,0.0,10.0,27.0,88.0,53.0,3.0,b'false'
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,b'false'
4.0,1.0,1.0,1.0,9.0,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,1.0,b'false'
47.0,3.0,1.0,3.0,94.0,478.22,0.09,11.76,40.66,5624.8,0.16,312.49,33.0,7.0,4.0,0.0,13.0,21.0,56.0,38.0,5.0,b'false'
4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,b'false'
41.0,5.0,3.0,5.0,99.0,490.47,0.09,10.74,45.68,5266.05,0.16,292.56,37.0,1.0,1.0,0.0,12.0,19.0,65.0,34.0,8.0,b'false'
41.0,5.0,3.0,5.0,132.0,682.43,0.08,12.15,56.16,8293.01,0.23,460.72,37.0,1.0,1.0,0.0,13.0,23.0,89.0,43.0,8.0,b'false'
53.0,5.0,3.0,5.0,174.0,982.03,0.08,12.0,81.84,11784.37,0.33,654.69,49.0,0.0,2.0,0.0,15.0,35.0,118.0,56.0,8.0,b'false'
15.0,4.0,3.0,4.0,49.0,218.51,0.06,16.63,13.14,3632.76,0.07,201.82,12.0,0.0,1.0,0.0,14.0,8.0,30.0,19.0,7.0,b'false'
14.0,2.0,1.0,2.0,42.0,178.41,0.09,11.0,16.21,1962.54,0.06,109.03,10.0,0.0,1.0,0.0,11.0,8.0,26.0,16.0,3.0,b'false'
82.0,9.0,1.0,9.0,191.0,1072.41,0.06,15.76,68.06,16898.58,0.36,938.81,74.0,0.0,3.0,0.0,16.0,33.0,126.0,65.0,16.0,b'false'
41.0,5.0,3.0,5.0,100.0,504.44,0.09,11.05,45.65,5574.06,0.17,309.67,38.0,1.0,0.0,0.0,13.0,20.0,66.0,34.0,8.0,b'false'
60.0,6.0,1.0,5.0,156.0,818.68,0.06,16.37,49.98,13409.92,0.27,745.0,50.0,4.0,4.0,0.0,13.0,25.0,93.0,63.0,11.0,b'false'
12.0,1.0,1.0,1.0,19.0,72.34,0.21,4.67,15.5,337.59,0.02,18.75,6.0,2.0,2.0,0.0,8.0,6.0,12.0,7.0,1.0,b'false'
11.0,3.0,1.0,3.0,26.0,93.21,0.16,6.3,14.8,587.22,0.03,32.61,8.0,0.0,1.0,0.0,7.0,5.0,17.0,9.0,5.0,b'false'
68.0,7.0,1.0,7.0,165.0,945.11,0.06,16.46,57.43,15553.76,0.32,864.1,58.0,1.0,4.0,0.0,18.0,35.0,101.0,64.0,12.0,b'false'
11.0,1.0,1.0,1.0,22.0,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6.0,1.0,2.0,0.0,5.0,6.0,14.0,8.0,1.0,b'false'
60.0,11.0,5.0,11.0,155.0,795.04,0.05,18.38,43.27,14608.84,0.27,811.6,50.0,4.0,4.0,0.0,15.0,20.0,106.0,49.0,21.0,b'false'
24.0,4.0,1.0,4.0,68.0,303.24,0.12,8.29,36.6,2512.57,0.1,139.59,19.0,0.0,0.0,0.0,8.0,14.0,39.0,29.0,7.0,b'false'
51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,b'false'
12.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,b'false'
13.0,1.0,1.0,1.0,19.0,74.23,0.33,3.0,24.74,222.69,0.02,12.37,7.0,0.0,1.0,0.0,6.0,9.0,10.0,9.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
16.0,2.0,1.0,2.0,32.0,133.44,0.18,5.6,23.83,747.25,0.04,41.51,11.0,0.0,1.0,0.0,8.0,10.0,18.0,14.0,3.0,b'false'
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
12.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,b'false'
51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,b'false'
13.0,1.0,1.0,1.0,19.0,74.23,0.33,3.0,24.74,222.69,0.02,12.37,7.0,0.0,1.0,0.0,6.0,9.0,10.0,9.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
24.0,3.0,3.0,3.0,49.0,221.65,0.23,4.38,50.66,969.74,0.07,53.87,20.0,0.0,2.0,0.0,7.0,16.0,29.0,20.0,5.0,b'false'
54.0,18.0,11.0,18.0,150.0,781.42,0.07,13.44,58.14,10502.26,0.26,583.46,49.0,1.0,2.0,0.0,12.0,25.0,94.0,56.0,35.0,b'false'
13.0,2.0,1.0,2.0,29.0,120.93,0.15,6.87,17.59,831.38,0.04,46.19,10.0,0.0,1.0,0.0,10.0,8.0,18.0,11.0,3.0,b'false'
7.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,b'false'
8.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,4.0,0.0,1.0,0.0,6.0,6.0,8.0,6.0,1.0,b'false'
25.0,4.0,1.0,4.0,77.0,361.93,0.09,11.73,30.85,4246.69,0.12,235.93,20.0,0.0,0.0,0.0,11.0,15.0,45.0,32.0,7.0,b'false'
7.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,b'false'
53.0,7.0,3.0,7.0,181.0,963.27,0.05,21.67,44.46,20870.83,0.32,1159.49,44.0,0.0,4.0,0.0,16.0,24.0,116.0,65.0,13.0,b'false'
64.0,12.0,5.0,12.0,171.0,890.82,0.05,19.09,46.66,17006.5,0.3,944.81,53.0,4.0,5.0,0.0,15.0,22.0,115.0,56.0,23.0,b'false'
18.0,1.0,1.0,1.0,40.0,166.8,0.18,5.41,30.84,902.22,0.06,50.12,9.0,0.0,4.0,0.0,7.0,11.0,23.0,17.0,1.0,b'false'
5.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,b'false'
13.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,b'false'
15.0,1.0,1.0,1.0,21.0,84.0,0.33,3.0,28.0,252.0,0.03,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,b'false'
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,b'false'
23.0,2.0,1.0,2.0,44.0,199.04,0.15,6.54,30.44,1301.39,0.07,72.3,19.0,0.0,0.0,0.0,10.0,13.0,27.0,17.0,3.0,b'false'
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,b'false'
48.0,6.0,3.0,6.0,133.0,682.19,0.06,16.67,40.93,11369.91,0.23,631.66,41.0,3.0,2.0,0.0,14.0,21.0,83.0,50.0,11.0,b'false'
24.0,3.0,3.0,3.0,69.0,312.13,0.15,6.56,47.56,2048.33,0.1,113.8,19.0,0.0,3.0,0.0,7.0,16.0,39.0,30.0,5.0,b'false'
15.0,1.0,1.0,1.0,47.0,223.48,0.4,2.5,89.39,558.7,0.07,31.04,12.0,0.0,1.0,0.0,5.0,22.0,25.0,22.0,1.0,b'false'
39.0,5.0,3.0,5.0,86.0,430.0,0.09,11.67,36.86,5016.67,0.14,278.7,33.0,1.0,1.0,0.0,14.0,18.0,56.0,30.0,8.0,b'false'
63.0,8.0,1.0,7.0,145.0,805.42,0.06,15.52,51.9,12497.82,0.27,694.32,57.0,0.0,0.0,0.0,18.0,29.0,95.0,50.0,14.0,b'false'
23.0,2.0,1.0,2.0,58.0,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,b'false'
17.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,3.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
34.0,3.0,1.0,3.0,80.0,380.39,0.11,8.82,43.11,3356.39,0.13,186.47,28.0,1.0,2.0,0.0,10.0,17.0,50.0,30.0,5.0,b'false'
26.0,2.0,1.0,2.0,63.0,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,19.0,1.0,2.0,0.0,11.0,15.0,39.0,24.0,3.0,b'false'
22.0,2.0,1.0,2.0,56.0,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16.0,1.0,2.0,0.0,9.0,14.0,34.0,22.0,3.0,b'false'
31.0,3.0,1.0,3.0,79.0,379.78,0.1,9.71,39.13,3686.11,0.13,204.78,25.0,1.0,2.0,0.0,11.0,17.0,49.0,30.0,5.0,b'false'
23.0,2.0,1.0,2.0,56.0,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16.0,1.0,3.0,0.0,9.0,14.0,34.0,22.0,3.0,b'false'
24.0,2.0,1.0,2.0,56.0,263.22,0.12,8.07,32.63,2123.35,0.09,117.96,16.0,1.0,3.0,0.0,11.0,15.0,34.0,22.0,3.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
23.0,2.0,1.0,2.0,58.0,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
23.0,1.0,1.0,1.0,62.0,294.8,0.15,6.5,45.35,1916.22,0.1,106.46,13.0,1.0,3.0,0.0,9.0,18.0,36.0,26.0,1.0,b'false'
23.0,2.0,1.0,2.0,58.0,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16.0,1.0,3.0,0.0,9.0,15.0,35.0,23.0,3.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
23.0,2.0,1.0,2.0,56.0,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16.0,1.0,3.0,0.0,9.0,14.0,34.0,22.0,3.0,b'false'
16.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9.0,1.0,2.0,0.0,9.0,12.0,24.0,16.0,1.0,b'false'
18.0,1.0,1.0,1.0,54.0,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,b'false'
18.0,1.0,1.0,1.0,54.0,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,b'false'
27.0,2.0,1.0,2.0,61.0,279.68,0.14,7.2,38.84,2013.72,0.09,111.87,20.0,1.0,3.0,0.0,9.0,15.0,37.0,24.0,3.0,b'false'
18.0,1.0,1.0,1.0,42.0,184.48,0.16,6.38,28.94,1176.04,0.06,65.34,10.0,1.0,3.0,0.0,9.0,12.0,25.0,17.0,1.0,b'false'
18.0,1.0,1.0,1.0,54.0,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,b'false'
127.0,25.0,7.0,22.0,396.0,2309.82,0.03,38.21,60.45,88254.54,0.77,4903.03,108.0,7.0,9.0,0.0,21.0,36.0,265.0,131.0,49.0,b'false'
25.0,5.0,5.0,4.0,51.0,227.43,0.09,10.8,21.06,2456.25,0.08,136.46,19.0,2.0,2.0,0.0,12.0,10.0,33.0,18.0,9.0,b'false'
48.0,4.0,1.0,4.0,121.0,568.75,0.07,13.93,40.82,7924.63,0.19,440.26,39.0,0.0,6.0,0.0,11.0,15.0,83.0,38.0,7.0,b'false'
6.0,2.0,1.0,1.0,14.0,50.19,0.24,4.2,11.95,210.8,0.02,11.71,4.0,0.0,0.0,0.0,7.0,5.0,8.0,6.0,3.0,b'false'
60.0,2.0,1.0,2.0,156.0,909.93,0.18,5.47,166.37,4976.76,0.3,276.49,57.0,0.0,1.0,0.0,8.0,49.0,89.0,67.0,3.0,b'false'
22.0,2.0,1.0,2.0,35.0,148.68,0.16,6.3,23.6,936.67,0.05,52.04,15.0,0.0,3.0,0.0,9.0,10.0,21.0,14.0,3.0,b'false'
22.0,2.0,1.0,2.0,35.0,148.68,0.16,6.3,23.6,936.67,0.05,52.04,15.0,0.0,3.0,0.0,9.0,10.0,21.0,14.0,3.0,b'false'
20.0,2.0,1.0,2.0,30.0,125.1,0.17,6.0,20.85,750.59,0.04,41.7,13.0,0.0,3.0,0.0,9.0,9.0,18.0,12.0,3.0,b'false'
21.0,3.0,1.0,3.0,55.0,241.58,0.09,11.55,20.92,2790.22,0.08,155.01,12.0,3.0,4.0,0.0,11.0,10.0,34.0,21.0,5.0,b'false'
31.0,6.0,5.0,6.0,95.0,456.7,0.07,14.63,31.23,6679.22,0.15,371.07,26.0,0.0,0.0,0.0,12.0,16.0,56.0,39.0,11.0,b'false'
52.0,7.0,3.0,7.0,174.0,919.66,0.05,19.69,46.71,18105.81,0.31,1005.88,44.0,0.0,3.0,0.0,15.0,24.0,111.0,63.0,13.0,b'false'
6.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,3.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,b'false'
5.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,b'false'
7.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,3.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,b'false'
18.0,1.0,1.0,1.0,41.0,174.17,0.19,5.25,33.17,914.37,0.06,50.8,10.0,0.0,4.0,0.0,7.0,12.0,23.0,18.0,1.0,b'false'
13.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7.0,0.0,0.0,0.0,8.0,9.0,18.0,14.0,3.0,b'false'
51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,b'false'
15.0,1.0,1.0,1.0,21.0,84.0,0.33,3.0,28.0,252.0,0.03,14.0,8.0,0.0,1.0,0.0,6.0,10.0,11.0,10.0,1.0,b'false'
